berlin 1260 3851252
berlin 1290 3933235
berlin 1320 4012429
berlin 1350 4103765
berlin 1380 4196106
berlin 1410 4305822
berlin 1440 4410438
jena 0 0
jena 30 664
jena 60 2659
jena 90 8640
jena 120 17613
jena 150 33231
jena 180 52501
jena 210 85391
jena 240 129246
jena 270 190370
jena 300 256140
jena 330 334187
jena 360 425191
jena 390 507878
jena 420 598225
jena 450 678635
jena 480 767988
jena 510 859744
jena 540 947207
jena 570 1047369
jena 600 1153528
jena 630 1273586
jena 660 1390007
jena 690 1526336
jena 720 1654728
jena 750 1791064
jena 780 1931072
jena 810 2078087
jena 840 2215128
jena 870 2361086
jena 900 2494982
jena 930 2622918
jena 960 2751119
jena 990 2872091
jena 1020 2968020
jena 1050 3060983
jena 1080 3143293
jena 1110 3213613
jena 1140 3274666
jena 1170 3343583
jena 1200 3402800
jena 1230 3474908
jena 1260 3544256
jena 1290 3613965
jena 1320 3688353
jena 1350 3761337
jena 1380 3849447
jena 1410 3931046
jena 1440 4011288
london 0 0
london 30 2324
london 60 11950
london 90 32862
london 120 61064
london 150 93877
london 180 136967
london 210 186382
london 240 232827
london 270 283289
london 300 335423
london 330 407190
london 360 492636
london 390 600786
london 420 720949
london 450 858772
london 480 974656
london 510 1099480
london 540 1208950
london 570 1317670
london 600 1430418
london 630 1538465
london 660 1643511
london 690 1734914
london 720 1812638
london 750 1885074
london 780 1950482
london 810 2010573
london 840 2071032
london 870 2128853
london 900 2191990
london 930 2262470
london 960 2345596
london 990 2429662
london 1020 2514762
london 1050 2600148
london 1080 2678895
london 1110 2757025
london 1140 2833824
london 1170 2910654
london 1200 2989107
london 1230 3067252
london 1260 3145742
london 1290 3229873
london 1320 3311333
london 1350 3412419
london 1380 3500849
london 1410 3593572
london 1440 3674628
paris 0 0
paris 30 1666
paris 60 6998
paris 90 26994
paris 120 53653
paris 150 113974
paris 180 205604
paris 210 320592
paris 240 448913
paris 270 583878
paris 300 715511
paris 330 839374
paris 360 959175
paris 390 1076619
paris 420 1186049
paris 450 1274521
paris 480 1379628
paris 510 1468435
paris 540 1555815
paris 570 1644817
paris 600 1737410
paris 630 1828680
paris 660 1917642
paris 690 2011301
paris 720 2105629
paris 750 2203974
paris 780 2310968
paris 810 2415950
paris 840 2531939
paris 870 2654251
paris 900 2775106
paris 930 2895578
paris 960 3015654
paris 990 3125046
paris 1020 3223177
paris 1050 3318664
paris 1080 3399590
paris 1110 3479280
paris 1140 3563612
paris 1170 3645384
paris 1200 3730082
paris 1230 3806810
paris 1260 3871836
paris 1290 3945169
paris 1320 4014422
paris 1350 4077301
paris 1380 4152085
paris 1410 4217037
paris 1440 4288235
antwerp 0 0
antwerp 30 664
antwerp 60 3986
antwerp 90 12288
antwerp 120 29558
antwerp 150 48826
antwerp 180 71751
antwerp 210 96009
antwerp 240 130246
antwerp 270 169824
antwerp 300 229366
antwerp 330 311557
antwerp 360 414762
antwerp 390 546602
antwerp 420 698724
antwerp 450 867793
antwerp 480 1023166
antwerp 510 1178873
antwerp 540 1308575
antwerp 570 1432940
antwerp 600 1534984
antwerp 630 1645338
antwerp 660 1749025
antwerp 690 1831416
antwerp 720 1901856
antwerp 750 1975563
antwerp 780 2051254
antwerp 810 2141451
antwerp 840 2233663
antwerp 870 2320582
antwerp 900 2411813
antwerp 930 2502421
antwerp 960 2599307
antwerp 990 2691258
antwerp 1020 2786435
antwerp 1050 2879257
antwerp 1080 2964425
